kd_lpse,kd_agency,kd_lelang,nama_lpse,nama_agency,kd_paket,nama_paket,nama_panitia,hasil_lelang,nama_pemenang,npwp_pemenang,hps,tgl_pengumuman,nama_satker,nilai_kontrak,tanggal_kontrak,tanggal_akhir_lelang,sumber_dana,tahun_anggaran,kategori,kd_satker,pagu,kd_pemenang,kd_kabupaten,nama_kabupaten,nama_propinsi
618,1618,56618,LPSE Kabupaten Maluku Tenggara,Pemkab Maluku Tenggara,55618,Pemeliharaan Berkala Jalan Aspal Ruas Jalan Iso - Revav (255 m),Pokja Paket Fisik Jasa Konstruksi,283430000,CV. VANGFUR,02.608.423.6-941.000,288295000,2013-12-02,"Dinas Pekerjaan Umum, Perumahan, Pertambangan dan Energi","","",2013-12-12,Lainnya,2013,"Pekerjaan Konstruksi",5618,288295000,29618,15004,Maluku Tenggara (Kab.),Maluku
12,497001,3304012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3134012,REHABILITASI PAGAR SAMPING DINAS PERINDAG PROV.KALTENG,P2BJ Lingkungan Dinas Perindustrian TA 2013,434239000,CV. RASAU JAYA MANDIRI,01.700.482.1-711.000,442500000,2013-12-30,Dinas Perindustrian dan Perdagangan,"","",2014-01-23,APBD,2014,"Pekerjaan Konstruksi",107012,442500000,313012,14873,Palangka Raya (Kota),Kalimantan Tengah
105,1105,1074105,LPSE Kementerian Dalam Negeri,Sekretariat Jenderal,953105,PENGADAAN BAHAN MAKANAN UNTUK PRAJA IPDN KAMPUS JATINANGOR DAN CILANDAK TAHUN ANGGARAN 2014,Panitia Pengadaan Barang/Jasa Pengadaan Bahan Makanan Praja IPDN Thn. 2014,40219652000,PT.Rumah Makan Jawa Tengah,02.622.854.4-077.000,44786107000,2013-12-11,Institut Pemerintahan Dalam Negeri Kampus Jatinangor,"","",2014-01-02,PHLN,2014,Pengadaan Barang,8105,44792960000,765105,14748,Jakarta Pusat (Kota),DKI Jakarta
155,1155,322155,LPSE Kabupaten Kerinci,LPSE Kabupaten Kerinci,273155,Jalan Pematang Lingkung - Batang Merangin,PPBJ Dinas Pekerjaan Umum,950618000,"","",1000000000,2013-12-18,DINAS PEKERJAAN UMUM KABUPATEN KERINCI,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",5155,1000000000,"",14706,Kerinci (Kab.),Jambi
10,2010,1930010,LPSE Kota Surabaya,LPSE Kota Surabaya,1437010,Truck Compactor 10 m3,POKJA_V_BJ,7303700000,PT. GROEN INDONESIA,02.476.532.3-615.000,7307190000,2013-12-09,Dinas Kebersihan dan Pertamanan,"","",2014-01-09,APBD,2014,Pengadaan Barang,36010,7307190000,1391010,14843,Bangkalan (Kab.),Jawa Timur
43,3043,1962043,LPSE Kabupaten Berau,ULP Kab. Berau,1836043,Pengawasan Teknis Pembangunan Turap Sheet Pile Jalan Marsma Iswahyudi Tahap III (MYC),Pokja. Pengw. Teknis Pembg. Turap Sheet Pile Jl Marsma Iswahyudi Thap III (MYC),644820000,PT WASKITA UTAMA,01.467.122.6-722.000,649770000,2013-12-11,Dinas Pekerjaan Umum Kab. Berau,"","",2014-01-15,APBD,2013,"Jasa Konsultansi",74043,650000000,840043,14897,Berau (Kab.),Kalimantan Timur
252,12999,2629252,LPSE Kementerian Hukum dan HAM RI,KANWIL NANGGROE ACEH DARUSSALAM,2440252,Pengadaan Bahan Makanan Narapidana dan Tahanan Rumah Tahanan Negara Kelas IIB Jantho TA 2014,POKJA BAMA NAPI DAN TAHANAN RUTAN KLAS IIB JANTHO TAHUN ANGGARAN 2014,675461700,"","",706034000,2013-12-17,RUTAN KLAS IIB JANTHO,"","",2014-01-04,APBN,2013,Pengadaan Barang,266252,706056000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
104,1104,609104,LPSE Kota Surakarta,ULP Pemerintah Kota Surakarta,515104,PENGADAAN JASA KEBERSIHAN KANTOR PADA BAGIAN UMUM SEKRETARIAT DAERAH KOTA SURAKARTA TAHUN ANGGARAN 2014,Jasa Kebersihan Kantor Bag. Umum TA. 2014,232158000,PT. BRADDA SOLO INDO,31.631.107.5-526.000,238110000,2013-12-18,Bagian Umum Sekretariat Daerah,"","",2014-01-01,APBD,2013,"Jasa Lainnya",16104,277620000,518104,14798,Surakarta (Kota),Jawa Tengah
11,695011,11232011,LPSE Kementerian Keuangan,Lembaga Administrasi Negara,9788011,"Pengadaan Bahan dan Peralatan Kebersihan Gedung, Halaman dan Taman Kantor LAN Jakarta",Pokja III Pengadaan Barang/Jasa,380012600,PT.MITRA ABADI KARYA,01.342.733.1-027.000,549543000,2013-12-10,LAN JAKARTA,"","",2013-12-31,APBN,2014,Pengadaan Barang,768011,550000000,10502011,14748,Jakarta Pusat (Kota),DKI Jakarta
252,17999,2507252,LPSE Kementerian Hukum dan HAM RI,KANWIL SUMATERA SELATAN,2348252,Perencanaan Pembangunan Sarana dan Prasarana Satker Lapas Khusus Narkotika Palembang,PEKERJAAN KONTRUKSI PEMBANGUNAN LANJUTAN LAPAS KLAS KHUSUS NARKOTIKA PALEMBANG,424160000,"","",439122110,2013-12-09,Kantor Wilayah Kementerian Hukum dan Hak Asasi Manusia Sumatera Selatan,"","",2014-01-31,APBN,2014,"Jasa Konsultansi",72999,439122110,"",14752,Jakarta Selatan (Kota),DKI Jakarta
440,2440,471440,LPSE Kota Tasikmalaya,Pemerintah Kota Tasikmalaya,486440,Pengadaan Lampu Penerangan Jalan Umum (PJU) Tahun 2014,Pokja IV Pekerjaan Konstruksi,1653375000,"","",1673732000,2013-12-18,Dinas Perhubungan Komunikasi dan Informatika Kota Tasikmalaya,"","",2014-01-21,APBD,2014,"Pekerjaan Konstruksi",1440,1673732000,"",14778,Tasikmalaya (Kota),Jawa Barat
114,3999,8420114,LPSE Kementerian Perhubungan,Ditjen Phb Laut,7457114,PEKERJAAN SUBSIDI PENGOPERASIAN PELAYARAN PERINTIS PANGKALAN BITUNG KODE TRAYEK R-25 TA 2014,PANITIA PEKERJAAN SUBSIDI PENGOPERASIAN ANGKUTAN LAUT PERINTIS R-24 DAN R-25,5644542500,FAJAR LINES,01.475.505.2-823.000,5646258000,2013-12-04,KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN KELAS I BITUNG,"","",2014-01-03,APBN,2014,"Jasa Lainnya",249114,5646424000,1414114,14748,Jakarta Pusat (Kota),DKI Jakarta
35,159035,5805035,LPSE Provinsi Kalimantan Timur,ULP PROV. Kaltim,5195035,Jasa Publikasi Kegiatan Pemprov Kaltim Bidang Pembangunan,POKJA PUBLIKASI KEGIATAN PEMPROV KALTIM BIDANG PEMBANGUNAN,3985344000,PT.DUTA MANUNTUNG,01.460.322.9-725.000,3991680000,2013-12-16,BIRO HUMAS DAN PROTOKOL,"","",2014-01-03,APBD,2014,"Jasa Lainnya",365035,4000000000,1387035,14902,Balikpapan (Kota),Kalimantan Timur
252,11999,2429252,LPSE Kementerian Hukum dan HAM RI,BADAN PENGEMBANGAN SUMBER DAYA MANUSIA HUKUM DAN HAM,2276252,PENGADAAN KONSUMSI TARUNA AKADEMI ILMU PEMASYARAKATAN (AKIP) ANGKATAN 47 DAN 48 TAHUN 2014,PENGADAAN KONSUMSI TARUNA AKIP ANGK. 47 DAN 48 TAHUN 2014,1712826000,"","",1978800000,2013-12-06,AKADEMI ILMU PEMASYARAKATAN BPSDM HUKUM DAN HAM,"","",2014-01-02,APBN,2014,"Jasa Lainnya",547252,1978800000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
25,2025,2835025,LPSE Kementerian Pendidikan dan Kebudayaan,Badan Tenaga Nuklir Nasional,2624025,Jasa Pemeliharaan Halaman Kantor Kawasan Nuklir Serpong Tahun Anggaran 2014,Panitia Pengadaan Pemeliharaan Halaman Kantor Kawasan Nuklir Serpong,369160440,CV. PUTRA JAYA,31.183.962.5-411.000,434306400,2013-12-06,Pusat Kemitraan Teknologi Nuklir (PKTN),"","",2014-01-02,APBN,2014,"Jasa Lainnya",43025,434306400,4943025,14748,Jakarta Pusat (Kota),DKI Jakarta
252,17999,2316252,LPSE Kementerian Hukum dan HAM RI,KANWIL SUMATERA SELATAN,2164252,Pengadaan Bahan Makanan Narapidana dan Tahanan Pada Rumah Tahanan Negara Klas I Palembang,Pengadaan Bahan Makanan Tahanan/Narapidana Rutan Klas I Palembang,2739620000,"","",2800002000,2013-12-03,Rutan Kelas I Palembang,"","",2013-12-30,APBN,2014,Pengadaan Barang,531252,2800280000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,6999,8451114,LPSE Kementerian Perhubungan,Ditjen Phb Darat,7486114,Rehabilitasi Fasilitas Keselamatan Jalan (Lelang Tidak Mengikat),PANITIA PENGADAAN BARJAS SATKER PLLAJ SULBAR TA 2014,996400000,"","",1000000000,2013-12-21,PENGEMBANGAN LLAJ SULAWESI BARAT,"","",2014-01-31,APBN,2014,Pengadaan Barang,297114,1000000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,13999,2346252,LPSE Kementerian Hukum dan HAM RI,KANWIL SUMATERA UTARA,2196252,PENGADAAN BAHAN MAKANAN NAPI DAN TAHANAN LAPAS KLAS IIA RANTAU PRAPAT,PENGADAAN BAHAN MAKANAN NAPI & TAHANAN,3046596000,"","",2932888000,2013-12-04,LEMBAGA PEMASYARAKATAN KLAS II A RANTAU PRAPAT,"","",2013-12-31,APBN,2014,Pengadaan Barang,713252,3219615000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,34999,2579252,LPSE Kementerian Hukum dan HAM RI,KANWIL SULAWESI SELATAN,2193252,Pengadaan Bahan Makanan Napi/Tahanan Lapas Kelas IIB Parepare,Panitia Pengadaan BAMA Napi/Tahanan Lapas Kelas IIB Parepare,696409875,"","",698062000,2013-12-13,LAPAS KELAS IIB PAREPARE,"","",2013-12-31,APBN,2014,Pengadaan Barang,344252,698062000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
12,497001,3263012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,3094012,"Pengadaan Alat Uji Kualitas Air yang dihibahkan kepada 7 UPTD/UPR",ULPBJ DKP TA 2014,479313000,"","",514137470,2013-12-23,Dinas Kelautan dan Perikanan,"","",2014-01-21,APBD,2014,Pengadaan Barang,17012,522620000,"",14873,Palangka Raya (Kota),Kalimantan Tengah
252,15999,2646252,LPSE Kementerian Hukum dan HAM RI,KANWIL RIAU,2325252,Pengadaan Bahan Makanan Bagi Narapidana/Tahanan Pada Cabang Rutan Bagansiapiapi Tahun Anggaran 2014,PENGADAAN BAHAN MAKANAN NARAPIDANA/TAHANAN CABRUT BAGAN SIAPI-API TA 2014,1289900000,"","",1420878000,2013-12-18,CABANG RUTAN BAGAN SIAPI-API,"","",2014-01-01,APBN,2014,Pengadaan Barang,494252,1441020000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,28999,2532252,LPSE Kementerian Hukum dan HAM RI,KANWIL KALIMANTAN BARAT,2366252,PENGADAAN BAHAN MAKANAN NAPI/TAHANAN PADA RUTAN KELAS IIB SAMBAS,Panitia Pengadaan Bahan Makanan Narapidana dan Tahanan Tahun Anggaran 2014.,521180000,"","",522212000,2013-12-10,Rumah Tahanan Negara Klas II Sambas,"","",2013-12-31,APBN,2013,Pengadaan Barang,655252,522212000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,25999,2389252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA TENGAH,2243252,Pengadaan Bahan Makanan Napi/Tahanan Lapas Purwokerto TA. 2014,Pengadaan Bahan Makanan Napi/Tahanan Lapas Purwokerto TA. 2014,804963975,"","",823819860,2013-12-06,Lembaga Pemasyarakatan Purwokerto,"","",2013-12-30,APBN,2014,Pengadaan Barang,487252,824398000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
155,1155,333155,LPSE Kabupaten Kerinci,LPSE Kabupaten Kerinci,284155,Jembatan Gantung Koto Duo Baru - Koto Duo Lama,PPBJ Dinas Pekerjaan Umum,343000000,"","",350000000,2013-12-18,DINAS PEKERJAAN UMUM KABUPATEN KERINCI,"","",2014-02-04,APBD,2014,"Pekerjaan Konstruksi",5155,350000000,"",14706,Kerinci (Kab.),Jambi
104,1104,607104,LPSE Kota Surakarta,ULP Pemerintah Kota Surakarta,513104,Pengadaan Jasa Keamanan Kantor Bagian Umum Setda Kota Surakarta,Jasa Kemanan Kantor Bag. Umum TA. 2014,313626000,PT. BRADDA SOLO INDO,31.631.107.5-526.000,319080000,2013-12-18,Bagian Umum Sekretariat Daerah,"","",2014-01-01,APBD,2013,"Jasa Lainnya",16104,333000000,518104,14798,Surakarta (Kota),Jawa Tengah
291,113291,2234291,LPSE Kementerian Kehutanan,Sub Agency Balai Pemantapan Kawasan Hutan Wilayah II,2014291,"Pekerjaan Jasa Konsultasi Perencanaan Renovasi Gedung dan Bangunan Kantor Balai Pemantapan Kawasan Hutan Wilayah II Palembang",Panitia Pengadaan Barang/Jasa Non Konstruksi,138121000,"","",138926000,2013-12-17,Balai Pemantapan Kawasan Hutan Wilayah II Palembang,"","",2014-01-22,APBN,2013,"Jasa Konsultansi",272291,139500000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
10,2010,1898010,LPSE Kota Surabaya,LPSE Kota Surabaya,1450010,Pengadaan Plat Besi/Baja,POKJA_IV_BJ,417400250,CV. NABILA,31.699.411.0-604.000,499665100,2013-12-09,Dinas Kebersihan dan Pertamanan,"","",2014-01-22,APBD,2014,Pengadaan Barang,36010,838421100,3394010,14843,Bangkalan (Kab.),Jawa Timur
104,1104,613104,LPSE Kota Surakarta,ULP Pemerintah Kota Surakarta,519104,Pengadaan Jasa Kebersihan Pasar-Pasar Pada Dinas Pengelolaan Pasar Kota Surakarta TA 2014,Jasa Kebersihan Pasar-Pasar DPP TA. 2014,1343300000,PT. BRADDA SOLO INDO,31.631.107.5-526.000,1439631425,2013-12-23,Dinas Pengelolaan Pasar,"","",2014-01-20,APBD,2014,"Jasa Lainnya",13104,1500000000,518104,14798,Surakarta (Kota),Jawa Tengah
114,3999,8496114,LPSE Kementerian Perhubungan,Ditjen Phb Laut,7518114,"JASA ANGKUTAN LAUT PERINTIS PANGKALAN BIAK TAHUN ANGGARAN 2014 KODE TRAYEK R-66 (LELANG TIDAK MENGIKAT)",PANITIA PENGADAAN BARANG/JASA KSOP KELAS II BIAK,4380000000,"","",4385183500,2013-12-13,KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN KELAS II BIAK,"","",2014-01-03,APBN,2014,"Jasa Lainnya",192114,4387183527,"",14748,Jakarta Pusat (Kota),DKI Jakarta
11,711011,11128011,LPSE Kementerian Keuangan,Istana Kepresidenan Cipanas,9677011,Pemeliharaan Kebersihan Gedung dan Bangunan (Cleaning Service) TA.2014,Pemeliharaan Kebersihan Gudung dan Bangunan (Cleaning Service) TA.2013,310000000,CV. GITA PERSADA,01.613.249.0-422.000,336001000,2013-12-03,Sekretariat Presiden (Istana Kepresidenan Cipanas),"","",2014-01-01,APBN,2014,"Jasa Lainnya",960011,341959000,2392011,14748,Jakarta Pusat (Kota),DKI Jakarta
212,3212,1560212,LPSE Kementerian Pertanian,Kementerian Pertanian,1411212,Pengadaan Konsumsi Mahasiswa DIV Penyuluhan Pertanian Prodi Penyuluhan Peternakan STPP Magelang,Panitia Pengadaan Konsumsi Mahasiswa DIV Penyuluh Pertanian TA 2014,662040000,"","",772380000,2013-12-06,Sekolah Tinggi Penyuluhan Pertanian (STPP) Magelang,"","",2013-12-24,APBN,2013,"Jasa Lainnya",58212,804846000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
601,3601,115601,LPSE Kabupaten Bogor,LPSE KABUPATEN BOGOR,104601,Belanja Pengisian Tabung Gas Medis Pada Kegiatan Pengadaan Gas Medis,Pokja 1,183576000,CV.Dua Sahabat,31.577.053.7-403.000,219576000,2013-12-23,RUMAH SAKIT UMUM DAERAH LEUWILIANG,"","",2014-02-07,APBD,0,Pengadaan Barang,3601,222024000,5601,14772,Bogor (Kab.),Jawa Barat
42,13042,5778042,LPSE Provinsi Jawa Tengah,Dinas Pemuda dan Olah Raga Prov. Jateng,4970042,Penyediaan Konsumsi Atlet PPLPD Jawa Tengah Tahun 2014,PANITIA PENGADAAN BARANG/JASA 2013,2999040000,CV. Sekawan Ide'a,02.299.147.5-517.000,3498880000,2013-12-09,DINAS PEMUDA DAN OLAHRAGA PROVINSI JAWA TENGAH,"","",2014-01-03,APBD,2014,"Jasa Lainnya",9042,3498880000,211042,14804,Semarang (Kota),Jawa Tengah
11,503011,11144011,LPSE Kementerian Keuangan,Direktorat Jenderal Pajak,9688011,"PENGADAAN JASA PENDUKUNG KEGIATAN OPERASIONAL PERKANTORAN (TENAGA OFFICE BOY) PADA KANTOR PUSAT DIREKTORAT JENDERAL PAJAK TAHUN ANGGARAN 2014",Perub KEP-409/PJ.01/2012 ttg Pan Peng Js Pdkng Keg Op Kantor (Office Boy),2276079707,PT. Chintya Bintang Pratiwi,01.760.574.2-023.000,2380366595,2013-12-04,Kantor Pusat Direktorat Jenderal Pajak,"","",2013-12-31,APBN,2014,"Jasa Lainnya",9011,4278912855,9724011,14748,Jakarta Pusat (Kota),DKI Jakarta
252,36999,2384252,LPSE Kementerian Hukum dan HAM RI,KANWIL SULAWESI TENGGARA,2235252,Pengadaan Bahan Makanan Narapidana pada Rutan Klas IIB Unaaha Tahun 2014,Panitia Pengadaan Bahan Makanan Napi dan Tahanan pada Rutan Klas IIB Unaaha,507411000,"","",515418000,2013-12-05,Rumah Tahanan Negara Klas IIB Unaaha,"","",2014-01-01,APBN,2014,Pengadaan Barang,354252,515420000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
65,4065,542065,LPSE Badan Pertanahan Nasional,BPN-RI,484065,Pekerjaan Pemeliharaan Kebersihan Kantor Badan Pertanahan Nasional Republik Indonesia,Pokja Jasa Lainnya,930834000,"","",1032483000,2013-12-11,Kantor Pusat Badan Pertanahan Nasional RI,"","",2014-01-07,APBN,2013,"Jasa Lainnya",3065,1032900000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,19999,2464252,LPSE Kementerian Hukum dan HAM RI,KANWIL LAMPUNG,2304252,Pengadaan Bahan Makanan Narapidana/Tahanan Lembaga Pemasyarakatan Klas I Bandar Lampung,PENGADAAN BAHAN MAKANAN NARAPIDANA LAPAS KELAS I BANDAR LAMPUNG,2580296000,"","",2581857000,2013-12-10,LAPAS KLAS I BANDAR LAMPUNG,"","",2014-01-01,APBN,2014,Pengadaan Barang,238252,2581858000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,24999,2272252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA BARAT,2118252,Pengadaan Bahan Makanan Narapidana dan Tahanan pada Lembaga Pemasyarakatan Kelas IIA Narkotika Cirebon Tahun Anggaran 2014,POKJA Pengadaan BAMA narapida/tahanan LAPAS Narkotika Cirebon,2103001704,"","",2629315600,2013-12-02,LAPAS KLAS IIA NARKOTIKA CIREBON,"","",2014-01-01,APBN,2014,Pengadaan Barang,293252,2629360000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,19999,2468252,LPSE Kementerian Hukum dan HAM RI,KANWIL LAMPUNG,2312252,Pengadaan Bahan Makanan Narapidana/Tahanan Rumah Tahanan Negara Klas IIB Kotabumi TA. 2014,PENGADAAN BARANG BAHAN MAKANAN KEPERLUAN NARAPIDANA/TAHANAN,622303000,"","",624424000,2013-12-12,RUMAH TAHANAN NEGARA KLAS IIB KOTABUMI,"","",2014-01-01,APBN,2014,Pengadaan Barang,745252,624462000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,24999,2239252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA BARAT,2085252,Perencanaan Pembangunan Lanjutan Lembaga Pemasyarakatan Klas III Warung Kiara,Panitia Seleksi Jasa Konsultan Perencana LP Warungkiara TA.2014,438124000,"","",446000000,2013-12-03,LAPAS KLAS III WARUNGKIARA,"","",2014-02-04,APBN,2014,"Jasa Konsultansi",658252,449500000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,27999,2304252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA TIMUR,2151252,Pengadaan Bahan Makanan untuk Narapidana dan Tahanan Lembaga Pemasyarakatan Kelas IIB Tulungagung Tahun Anggaran 2014,Pengadaan Bahan Makanan Napi/Tahanan TA 2014 Lapas Tulungagung,772559400,"","",782383654,2013-12-05,Lembaga Pemasyarakatan Klas IIB Tulungagung,"","",2013-12-31,APBN,2014,Pengadaan Barang,186252,782560000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
109,20109,2723109,LPSE Kementerian Energi dan Sumber Daya Mineral,"Pusat Penelitian dan Pengembangan Teknologi Minyak dan Gas Bumi ""LEMIGAS""",2167109,Pekerjaan Cleaning Service Lokasi I (SATU),POKJA JASA LAINNYA,1646450500,"","",1700000000,2013-12-10,"Pusat Penelitian dan Pengembangan Teknologi Minyak dan Gas Bumi ""LEMIGAS""","","",2014-01-06,APBN,2014,"Jasa Lainnya",18109,1700000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
469,1469,276469,LPSE Badan SAR Nasional,BADAN SAR NASIONAL,258469,Pengadaan Jasa Konsultansi Penyusunan Rancangan Rencana Stgrategis (RENSTRA) 2015 – 2019 Badan SAR Nasional (Lelang Tidak Mengikat),JASA KONSULTANSI DLM RANGKA PENYUSUNAN RANCANGAN RENSTRA BASARNAS THN 2015-2019,568800000,"","",600000000,2013-12-06,Kantor Pusat Basarnas,"","",2014-02-10,APBN,2014,"Jasa Konsultansi",1469,600000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
504,1504,152504,LPSE Kabupaten Tabanan,Sekretariat Daerah Kabupaten Tabanan,127504,Belanja Sewa Sarana Mobilitas Darat,Panitia Pengadaan Barang/Jasa Pemerintah di lingkungan Setda Kab. Tabanan,3612600000,"","",3680400000,2013-12-13,Bagian Perlengkapan Setda Kabupaten Tabanan,"","",2014-01-22,APBD,2014,"Jasa Lainnya",9504,3680400000,"",14971,Tabanan (Kab.),Bali
173,5173,992173,LPSE Provinsi Sulawesi Utara,Provinsi Sulawesi Utara,882173,JASA CLEANING SERVICE,Biro Umum - 2 Setda Prov. Sulawesi Utara,2805550000,CV. YAKHIN CONSTRUKSI,02.392.742.9-821.000,2988237000,2013-12-27,Biro Umum Sekretariat Daerah Prov. Sulawesi Utara,"","",2014-01-31,APBD,2014,"Jasa Lainnya",110173,3000000000,402173,14914,Manado (Kota),Sulawesi Utara
113,1113,1887113,LPSE Kabupaten Badung,LPSE Badung,1332113,"Penyediaan Jasa Kebersihan Pusat Pemerintahan Kabupaten Badung, Belanja Kebersihan Gedung Tahun Anggaran 2014",Pokja Pengadaan Jasa Lainnya,3545361160,CV. Galuh,31.366.388.2-906.000,3637760000,2013-12-03,Sekretariat Daerah,"","",2014-01-20,APBD,2014,"Jasa Lainnya",1113,3643242000,717113,14974,Badung (Kab.),Bali
252,23999,2452252,LPSE Kementerian Hukum dan HAM RI,KANWIL BANTEN,2078252,Pengadaan Bahan Makanan Keperluan Narapidana/Tahanan Pada Lembaga Pemasyarakatan Klas IIA Serang,Penunjukan Panitia Pengadaan Bahan Makanan Narapidana/Tahanan LP Klas IIA Serang,1718474780,"","",1852774763,2013-12-07,LP Klas IIA Serang,"","",2013-12-28,APBN,2013,Pengadaan Barang,415252,1852774763,"",14752,Jakarta Selatan (Kota),DKI Jakarta
43,3043,1995043,LPSE Kabupaten Berau,ULP Kab. Berau,1864043,Pengawasan Pembangunan Jalan Singkuang ( jembatan Kelay 3) - Bandara Kalimarau Tahap I Segmen II,Pokja. Knsltn Pengw.Jln Sngkuang(Jmbtan Klay 3)-Kalimarau Thp I Segmen II,1340735000,"","",1344750000,2013-12-30,Dinas Pekerjaan Umum Kab. Berau,"","",2014-02-07,APBD,2013,"Jasa Konsultansi",74043,1344750000,"",14897,Berau (Kab.),Kalimantan Timur
252,18999,2297252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAMBI,2144252,"Jasa Konsultansi Perencanan Bangunan Hunian, Bangunan Kantor dan Fasilitas Utama, Sarana dan Prasarana Lingkungan serta Sarana Pendukung pada Lembaga Pemasyarakatan Narkotika Klas III Muara Sabak",POKJA PBJ Jasa Konsultansi Perencanaan Pembangunan LPKN Klas III Ma. Sabak,351430000,"","",366130000,2013-12-03,LAPAS Narkotika Klas III Muara Sabak,"","",2014-01-20,APBN,2014,"Jasa Konsultansi",708252,372532100,"",14752,Jakarta Selatan (Kota),DKI Jakarta
329,1329,330329,LPSE Kota Bitung,LPSE Kota Bitung,305329,Rehabilitasi/Pemeliharaan Sabodam Kecamatan Maesa Paket 1,Dinas Pekerjaan Umum Kota Bitung TA.2014 (Bid.SDA),392700000,CV. PUTRA PRIMA MANDIRI,02.386.105.7-823.000,398300000,2013-12-18,Dinas Pekerjaan Umum Kota Bitung,"","",2014-01-17,APBD,2014,"Pekerjaan Konstruksi",7329,400000000,9329,14913,Bitung (Kota),Sulawesi Utara
141,4141,628141,LPSE Kabupaten Karanganyar,Balai Pelestarian Situs Manusia Purba Sangiran,597141,Pembangunan Klaster Ngebung,Panitia Pembangunan Klaster Ngebung,14999000000,"","",15450089000,2013-12-27,Balai Pelestarian Situs Manusia Purba Sangiran,"","",2014-02-03,APBN,2014,"Pekerjaan Konstruksi",36141,15500000000,"",14780,Karanganyar (Kab.),Jawa Tengah
12,497001,3024012,LPSE Provinsi Kalimantan Tengah,LPSE Kalimantan Tengah,2862012,PEMBANGUNAN DERMAGA LANTING PENYEBERANGAN DAN TANGGA DI DESA NIHAN HILIR,P2BJ Lingkungan Dishubkominfo TA 2014,332690000,CV. ARJUNA,01.505.861.3-714.000,337750000,2013-12-09,Dinas Perhubungan Komunikasi dan Informatika,"","",2014-01-24,APBD,2014,"Pekerjaan Konstruksi",16012,337750000,505012,14873,Palangka Raya (Kota),Kalimantan Tengah
168,4168,2200168,LPSE Kabupaten Musi Banyuasin,AGENCY LPSE,2122168,"PEMASANGAN PANEL CONTROL POWER, STABILIZER DAN STEP UP BESERTA AKSESORISNYA UNTUK PENINGKATAN VOLTAGE LISTRIK PDAM UNIT PENGOLAHAN KEBAN II SEREKA",Panitia Pengadaan Barang/jasa Kegiatan APBD-P,299750000,CV. MENARA GADING,01.669.546.2-301.000,305750000,2013-12-11,Perusahaan Daerah Air Minum TIRTA RANDIK Kabupaten Musi Banyuasin,"","",2013-12-24,APBD,2013,"Pekerjaan Konstruksi",11168,322000000,447168,14721,Musi Banyu Asin (Kab.),Sumatera Selatan
277,2193,374277,LPSE Kabupaten Tapanuli Utara,Pemerintah Kabupaten Tapanuli Utara,367277,Pengadaan Pakan Ternak Babi Pra - DIPA TA.2014 pada BPTUHPT Siborongborong.,Panitia Pengadaan Barang/Jasa Pemerintah (Pradipa) Khusus Pakan Ternak Babi,1903524000,CV. STEPHANY BERLIAN,21.003.602.6-127.000,1929385300,2013-12-09,Balai Pembibitan Ternak Unggul dan Hijauan Pakan Ternak Siborongborong,"","",2014-01-10,APBN,0,Pengadaan Barang,3193,1951257000,55277,14651,Tapanuli Utara (Kab.),Sumatera Utara
10,2010,1901010,LPSE Kota Surabaya,LPSE Kota Surabaya,1457010,Pekerjaan Angkutan Sampah di Saluran,POKJA_V_KKJ,3811013144,CV. MITRA BERSAMA,31.589.780.1-607.000,3846044820,2013-12-09,Dinas Kebersihan dan Pertamanan,"","",2014-01-13,APBD,0,"Jasa Lainnya",36010,3891904170,3315010,14843,Bangkalan (Kab.),Jawa Timur
